USO,GLD,SPY,QQQ
86.63999938964844,115.7699966430664,234.13088989257812,151.57891845703125
87.5199966430664,115.63999938964844,237.91079711914062,155.08251953125
87.5999984741211,114.94999694824219,238.71121215820312,155.6061553955078
85.27999877929688,115.37999725341797,244.20765686035156,160.61402893066406
86.95999908447266,115.73999786376953,243.67401123046875,160.09042358398438
85.83999633789062,115.54000091552734,245.15924072265625,161.25193786621094
90.16000366210938,116.41000366210938,248.405517578125,164.0701141357422
89.44000244140625,117.12000274658203,240.3566131591797,157.77691650390625
87.5199966430664,117.13999938964844,239.99197387695312,158.89080810546875
88.87999725341797,118.08999633789062,234.41551208496094,153.64491271972656
86.0,117.68000030517578,234.86021423339844,155.25392150878906
87.5999984741211,117.54000091552734,234.91355895996094,155.76806640625
86.55999755859375,117.79000091552734,236.0963592529297,157.13902282714844
89.68000030517578,117.52999877929688,236.01634216308594,157.18661499023438
86.55999755859375,117.05999755859375,231.65838623046875,153.3592987060547
83.5999984741211,117.87000274658203,227.1136474609375,149.88421630859375
78.31999969482422,118.1500015258789,226.8645782470703,150.8267822265625
80.16000366210938,117.43000030517578,223.4671173095703,147.1232147216797
77.76000213623047,119.23999786376953,219.8295440673828,144.99057006835938
76.55999755859375,118.72000122070312,215.3253173828125,140.496826171875
74.31999969482422,120.0199966430664,209.63580322265625,137.0128173828125
79.19999694824219,119.66000366210938,220.2275848388672,145.5677490234375
76.95999908447266,120.56999969482422,221.91839599609375,146.1310577392578
76.23999786376953,121.05999755859375,221.63206481933594,146.05470275878906
77.27999877929688,121.25,223.57339477539062,147.2863311767578
78.80000305175781,121.33000183105469,223.80596923828125,147.87832641601562
79.5999984741211,122.43000030517578,218.46531677246094,143.0470733642578
81.44000244140625,121.44000244140625,225.782958984375,149.1673126220703
82.31999969482422,121.86000061035156,227.563232421875,150.94320678710938
84.0,121.52999877929688,229.70123291015625,152.30862426757812
88.4000015258789,122.30999755859375,230.7747039794922,153.54983520507812
88.80000305175781,121.58999633789062,231.58880615234375,153.98898315429688
87.19999694824219,121.80000305175781,231.6782989501953,153.4257049560547
85.5199966430664,122.08999633789062,230.2648162841797,152.06991577148438
88.0,121.87999725341797,232.90382385253906,155.03927612304688
88.4800033569336,122.2699966430664,233.4674072265625,155.0106658935547
88.23999786376953,122.11000061035156,235.23863220214844,156.2327880859375
90.4800033569336,121.0199966430664,238.3697509765625,157.779541015625
88.95999908447266,121.44999694824219,235.149169921875,154.619140625
88.4000015258789,121.27999877929688,235.64122009277344,154.81968688964844
89.36000061035156,121.08999633789062,235.7665252685547,155.8222198486328
90.0,122.86000061035156,237.76138305664062,157.68405151367188
87.5999984741211,123.29000091552734,235.9542999267578,155.7362823486328
89.27999877929688,123.9800033569336,235.64122009277344,154.2659149169922
91.19999694824219,124.69000244140625,239.37159729003906,158.1901397705078
90.80000305175781,124.75,241.47390747070312,160.55804443359375
93.04000091552734,124.5,241.59019470214844,159.8800811767578
92.0,123.95999908447266,243.289794921875,161.8660430908203
90.31999969482422,124.27999877929688,244.30972290039062,163.29827880859375
90.55999755859375,123.44000244140625,243.9876708984375,162.81129455566406
88.55999755859375,123.73999786376953,241.6618194580078,160.62481689453125
88.63999938964844,124.20999908447266,241.9569549560547,160.93994140625
88.08000183105469,123.5999984741211,242.09107971191406,160.7871551513672
89.27999877929688,123.86000061035156,245.2042999267578,163.1645965576172
90.72000122070312,123.37000274658203,246.00050354003906,163.2791290283203
91.83999633789062,124.05999755859375,245.45472717285156,163.47964477539062
93.68000030517578,124.80000305175781,248.12965393066406,164.16709899902344
94.23999786376953,126.69999694824219,248.55897521972656,164.49172973632812
95.44000244140625,126.4800033569336,249.0599822998047,164.4630889892578
95.04000091552734,125.05000305175781,248.17430114746094,163.86154174804688
95.5999984741211,125.5,249.7129669189453,165.0741729736328
92.55999755859375,125.37000274658203,250.052978515625,165.6757049560547
93.04000091552734,125.58000183105469,249.8740234375,165.84751892089844
95.12000274658203,124.69000244140625,249.76663208007812,165.7425079345703
95.5999984741211,123.98999786376953,249.30142211914062,165.36056518554688
93.27999877929688,121.87999725341797,250.85812377929688,166.5063934326172
94.4000015258789,121.55999755859375,249.94561767578125,166.5349578857422
94.55999755859375,121.72000122070312,249.6056671142578,166.65911865234375
94.0,121.61000061035156,248.09376525878906,165.71385192871094
94.4800033569336,121.51000213623047,246.01840209960938,163.68014526367188
93.83999633789062,122.83999633789062,245.52638244628906,163.431884765625
94.87999725341797,122.23999786376953,249.08685302734375,166.8310089111328
95.12000274658203,122.9800033569336,250.0260772705078,167.74758911132812
97.5199966430664,123.83999633789062,251.68112182617188,169.00790405273438
97.76000213623047,122.41000366210938,251.52000427246094,168.72145080566406
97.5999984741211,122.97000122070312,252.7626953125,170.287353515625
98.4800033569336,123.04000091552734,253.6791534423828,170.6929473876953
98.23999786376953,123.37999725341797,253.74208068847656,171.26681518554688
100.0,124.18000030517578,252.97836303710938,171.9459686279297
99.5199966430664,123.68000030517578,255.8356475830078,174.63380432128906
97.83999633789062,123.97000122070312,250.91180419921875,170.798095703125
98.0,124.91999816894531,250.7230682373047,170.472900390625
99.76000213623047,124.30000305175781,252.59201049804688,171.26681518554688
98.72000122070312,123.6500015258789,251.27117919921875,170.1667938232422
98.80000305175781,121.9000015258789,252.2235565185547,170.55897521972656
100.0,122.01000213623047,253.81410217285156,171.85032653808594
102.55999755859375,121.52999877929688,256.8239440917969,174.1268310546875
104.08000183105469,121.9800033569336,256.94976806640625,174.786865234375
103.91999816894531,121.80000305175781,257.3541259765625,175.7912139892578
103.36000061035156,122.11000061035156,258.03704833984375,175.72425842285156
105.19999694824219,121.9800033569336,259.2859802246094,176.6329803466797
107.19999694824219,122.51000213623047,259.4836120605469,177.08251953125
106.63999938964844,123.1500015258789,258.1539001464844,176.46080017089844
107.27999877929688,123.52999877929688,259.0343933105469,177.40774536132812
106.16000366210938,121.94999694824219,258.9624328613281,176.9868927001953
106.4000015258789,121.83000183105469,260.71453857421875,177.75209045410156
105.91999816894531,121.5999984741211,260.5439758300781,177.78079223632812
106.95999908447266,120.51000213623047,260.71453857421875,178.3929901123047
106.23999786376953,120.27999877929688,260.07666015625,179.01473999023438
106.55999755859375,120.37000274658203,260.5887145996094,179.24432373046875
109.36000061035156,120.37000274658203,260.8133850097656,179.75123596191406
110.31999969482422,120.12000274658203,263.1585998535156,182.03733825683594
109.44000244140625,120.47000122070312,262.5745544433594,181.46343994140625
108.23999786376953,120.56999969482422,262.4129333496094,182.19993591308594
104.72000122070312,121.37000274658203,263.6347351074219,182.36251831054688
105.83999633789062,120.83000183105469,264.048095703125,182.71646118164062
106.31999969482422,121.19999694824219,264.18292236328125,181.30081176757812
105.76000213623047,120.4000015258789,262.1971130371094,180.7173309326172
102.55999755859375,119.94000244140625,261.63104248046875,179.93301391601562
102.95999908447266,120.6500015258789,264.1918640136719,182.80258178710938
104.55999755859375,120.80999755859375,263.1047058105469,181.6834259033203
101.83999633789062,121.20999908447266,258.71087646484375,178.1442413330078
103.12000274658203,120.91000366210938,258.3515319824219,177.69468688964844
102.4800033569336,121.19999694824219,257.56982421875,176.73817443847656
102.72000122070312,121.43000030517578,258.8635559082031,176.95814514160156
101.44000244140625,122.66999816894531,252.3583221435547,170.81727600097656
102.95999908447266,122.45999908447266,254.64053344726562,172.69204711914062
103.76000213623047,122.38999938964844,256.1322326660156,175.13121032714844
105.12000274658203,121.51000213623047,258.50421142578125,176.89120483398438
104.63999938964844,120.6500015258789,256.8329772949219,175.08340454101562
105.19999694824219,120.63999938964844,255.1348419189453,172.12770080566406
105.04000091552734,120.36000061035156,257.4350280761719,173.9259796142578
101.91999816894531,120.23999786376953,256.644287109375,173.15115356445312
96.72000122070312,121.16999816894531,253.50848388671875,170.5016326904297
97.83999633789062,121.30000305175781,254.08349609375,170.41549682617188
97.83999633789062,120.83000183105469,251.72035217285156,169.7746124267578
97.91999816894531,120.87000274658203,250.0312042236328,168.37811279296875
94.08000183105469,121.69000244140625,250.714111328125,169.0858917236328
88.80000305175781,123.33000183105469,247.3356475830078,166.38848876953125
87.91999816894531,125.11000061035156,246.70669555664062,162.7249755859375
89.27999877929688,125.1500015258789,252.06185913085938,167.30679321289062
86.16000366210938,125.47000122070312,254.24525451660156,168.55026245117188
88.4800033569336,125.87999725341797,255.89857482910156,169.88941955566406
89.83999633789062,126.58999633789062,258.4593200683594,173.17031860351562
